file	faded	balanced	dyn	sat_med	cast_mag	ch_spread
Image_20260301_0154.jpg	0.350000	0.750000	0.821222	0.494118	19.967197	0.218416
Image_20260301_0155.jpg	0.423831	0.637246	0.727983	0.123762	7.995128	0.091673
Image_20260301_0156.jpg	0.350000	0.750000	0.841691	0.462963	25.945578	0.225187
Image_20260301_0157.jpg	0.313136	0.759491	0.761825	0.303922	9.015185	0.090509
Image_20260301_0158.jpg	0.350000	0.750000	0.731495	0.348837	13.630857	0.146874
Image_20260301_0159.jpg	0.340146	0.715455	0.800915	0.196721	14.797264	0.082008
Image_20260301_0160.jpg	0.350000	0.750000	0.732102	0.488372	26.407453	0.260812
Image_20260301_0161.jpg	0.434392	0.625866	0.829276	0.100840	8.328569	0.079121
Image_20260301_0162.jpg	0.250000	0.750000	0.800000	0.000000	0.000011	0.000000
Image_20260301_0163.jpg	0.250086	0.749942	0.878431	0.000000	0.000009	0.000000
Image_20260301_0164.jpg	0.250002	0.749999	0.674510	0.000000	0.000008	0.000000
Image_20260301_0165.jpg	0.343176	0.750000	0.805291	0.352113	9.498021	0.114540
Image_20260301_0166.jpg	0.350012	0.749992	0.829371	0.450549	27.668869	0.240459
Image_20260301_0167.jpg	0.272176	0.780445	0.882558	0.285714	7.409256	0.069550
Image_20260301_0168.jpg	0.350000	0.750000	0.832087	0.275862	16.638688	0.136423
Image_20260301_0169.jpg	0.350000	0.750000	0.662687	0.284091	13.798206	0.154091
Image_20260301_0170.jpg	0.350000	0.750000	0.831042	0.556391	35.391357	0.370638
